Bryce Canyon,12/2/15,30.565,0,3.7,0.58,1
Bryce Canyon,12/3/15,31.565,0,1.01,0.58,1
Bryce Canyon,12/4/15,27.91,0,4.62,0.5,1
Bryce Canyon,12/5/15,28,0,2.42,0.42,1
Bryce Canyon,12/6/15,29.53,0,1.55,0.47,1
Bryce Canyon,12/7/15,33.17,0,6,0.48,2
Canyonlands,11/30/15,27.975,0,1.32,0.59,1
Canyonlands,12/1/15,30.815,0,1.58,0.58,1
Canyonlands,12/2/15,33.885,0,1.13,0.63,1
Canyonlands,12/3/15,40.2,0,3.32,0.62,1
Canyonlands,12/4/15,37.42,0,2.85,0.52,1
Canyonlands,12/5/15,39.675,0,2.33,0.46,2
Canyonlands,12/6/15,42.06,0,0.85,0.5,2
Canyonlands,12/7/15,42.02,0,1.43,0.5,2
Capitol Reef,11/30/15,26.1,0,2.37,0.46,1
Capitol Reef,12/1/15,29.68,0,1.1,0.54,1
Capitol Reef,12/2/15,31.78,0,1.16,0.58,1
Capitol Reef,12/3/15,33.85,0,4.64,0.61,1
Capitol Reef,12/4/15,34.045,0,5.62,0.52,1
Capitol Reef,12/5/15,34.72,0,3.18,0.46,2
Capitol Reef,12/6/15,37.38,0,2.16,0.47,2
Capitol Reef,12/7/15,39.97,0,2.95,0.49,2
Carlsbad Caverns,11/30/15,45.91,0,3.92,0.38,2
Carlsbad Caverns,12/1/15,41.435,0,2.73,0.36,2
Carlsbad Caverns,12/2/15,42.48,0,2.4,0.42,2
Carlsbad Caverns,12/3/15,42.405,0,3.97,0.54,1
Carlsbad Caverns,12/4/15,45.005,0,2.17,0.5,2
Carlsbad Caverns,12/5/15,36.6,0,4.66,0.49,2
Carlsbad Caverns,12/6/15,43.585,0,7.03,0.39,3
Carlsbad Caverns,12/7/15,46.435,0,8.79,0.46,2
Channel Islands,11/30/15,58.45,0,5.29,0.6,1
Channel Islands,12/1/15,58.78,0,9.86,0.62,1
Channel Islands,12/2/15,62.19,0,3.95,0.63,1
Channel Islands,12/3/15,60.665,0,6.63,0.73,1
Channel Islands,12/4/15,60.59,0,15.27,0.78,1
Channel Islands,12/5/15,58.865,0,3.08,0.64,1
Channel Islands,12/6/15,59.905,0,5.71,0.62,1
Channel Islands,12/7/15,59.095,0,9.29,0.6,1
Congaree,11/30/15,60.655,0,1.65,0.92,1
Congaree,12/1/15,66.06,0.2616,7.09,0.91,1
Congaree,12/2/15,51.39,0,7.3,0.61,1
Congaree,12/3/15,47.39,0,6.94,0.61,1
Congaree,12/4/15,48.13,0.0336,8.79,0.67,1
Congaree,12/5/15,49.51,0.0192,7.52,0.73,1
Congaree,12/6/15,50.575,0.0984,7.43,0.72,1
Congaree,12/7/15,48.525,1.416,17.05,0.85,1
Crater Lake,11/30/15,27.9,0.0312,3.34,0.65,1
Crater Lake,12/1/15,31.4,0.168,5.07,0.8,1
Crater Lake,12/2/15,39.025,0.6144,8.23,0.94,1
Crater Lake,12/3/15,39.25,0.6672,13.58,0.88,1
Crater Lake,12/4/15,35.35,0.288,7.16,0.94,1
Crater Lake,12/5/15,41.795,0.1248,6.92,0.93,1
Crater Lake,12/6/15,45.28,0.3048,6.78,0.96,1
Crater Lake,12/7/15,47.93,0.4416,9.35,0.98,1
Cuyahoga Valley,11/30/15,49.115,0.1584,2.09,0.92,2
Cuyahoga Valley,12/1/15,45.365,0.0912,2.03,0.84,2
Cuyahoga Valley,12/2/15,39.975,0.0768,9.34,0.89,2
Cuyahoga Valley,12/3/15,38.785,0,7.02,0.89,2
Cuyahoga Valley,12/4/15,40.19,0,3.41,0.88,2
Cuyahoga Valley,12/5/15,40.025,0,4.93,0.82,2
Cuyahoga Valley,12/6/15,39.675,0.012,1.83,0.83,2
Cuyahoga Valley,12/7/15,41.58,0.0216,3.18,0.79,2
Death Valley,11/30/15,33.515,0,0.98,0.3,3
Death Valley,12/1/15,41.395,0,1.58,0.31,3
Death Valley,12/2/15,49.365,0,1.86,0.33,3
Death Valley,12/3/15,50.075,0,0.66,0.31,3
Death Valley,12/4/15,51.05,0,3.2,0.34,3
Death Valley,12/5/15,54.005,0,2.33,0.34,3
Death Valley,12/6/15,57.745,0,0.88,0.3,3
Death Valley,12/7/15,57.865,0,1.61,0.27,3
Denali,11/30/15,10.65,0.0144,3.45,0.71,1
Denali,12/1/15,4.595,0,3.07,0.68,1
Denali,12/2/15,8.815,0.0528,3.2,0.8,1
Denali,12/3/15,6.845,0.0312,3.26,0.79,1
Denali,12/4/15,6.585,0.0312,0.79,0.82,1
Denali,12/5/15,7.46,0,3.75,0.91,1
Denali,12/6/15,3.315,0,3.17,0.84,1
Denali,12/7/15,2.465,0,3.05,0.81,1
Dry Tortugas,11/30/15,76.735,0,11.15,0.85,1
Dry Tortugas,12/1/15,78.23,0.06,9.33,0.92,1
Dry Tortugas,12/2/15,77.2,0.876,8.61,0.92,1
Dry Tortugas,12/3/15,76.105,1.7304,17.35,0.91,1
Dry Tortugas,12/4/15,76.655,0.0768,21.31,0.82,1
Dry Tortugas,12/5/15,76.645,0.0696,22.29,0.83,1
Dry Tortugas,12/6/15,76.675,0.4176,13.12,0.83,1
Dry Tortugas,12/7/15,72.28,0.0288,16.61,0.77,1
Everglades,11/30/15,76.04,0.072,5.17,0.86,2
Everglades,12/1/15,76.96,0.0504,5.24,0.88,2
Everglades,12/2/15,77.055,0.3432,2.51,0.89,2
Everglades,12/3/15,73.845,0.6288,6.21,0.91,2
Everglades,12/4/15,73.51,0.0408,12.35,0.81,2
Everglades,12/5/15,74.43,0.0936,15.78,0.79,2
Everglades,12/6/15,74.125,0.2568,5.31,0.81,2
Everglades,12/7/15,64.575,0.1032,9.12,0.71,2
Gates of the Arctic,11/30/15,1.11,0,5.99,0.9,1
Gates of the Arctic,12/1/15,-9.42,0,7.34,0.82,1
Gates of the Arctic,12/2/15,-16.29,0,8.17,0.79,1
Gates of the Arctic,12/3/15,-23.04,0.0384,7.6,0.76,1
Gates of the Arctic,12/4/15,-19.01,0.0528,7.21,0.78,1
Gates of the Arctic,12/5/15,-8.595,0,6.51,0.88,1
Gates of the Arctic,12/6/15,-6.3,0,2.81,0.93,1
Gates of the Arctic,12/7/15,-6.445,0,1.75,0.95,1
Glacier Bay,11/30/15,20.215,0.0168,8.44,0.78,1
Glacier Bay,12/1/15,24.655,0.0816,10.54,0.9,1
Glacier Bay,12/2/15,30.58,0.0768,12.96,0.95,1
Glacier Bay,12/3/15,30.255,0.5736,15.97,0.94,1
Glacier Bay,12/4/15,25.99,0.0528,2.87,0.93,1
Glacier Bay,12/5/15,28.59,0.2496,3.11,0.92,1
Glacier Bay,12/6/15,34.375,0.2664,4.93,0.96,1
Glacier Bay,12/7/15,33.83,0.1896,4.3,0.96,1
Glacier,11/30/15,32.725,0.6144,4.14,0.95,1
Glacier,12/1/15,33.175,0.9096,5.31,0.93,1
Glacier,12/2/15,33.265,0.2592,4.11,0.92,1
Glacier,12/3/15,31.325,0.396,4.46,0.95,1
Glacier,12/4/15,25.7,0.0576,3.33,0.91,1
Glacier,12/5/15,28.14,0.2232,6.97,0.93,1
Glacier,12/6/15,28.435,0.1416,6.19,0.92,1
Glacier,12/7/15,29.585,0.2592,4.54,0.94,1
Grand Canyon,11/30/15,32.595,0,0.43,0.37,3
Grand Canyon,12/1/15,38.915,0,4.53,0.37,3
Grand Canyon,12/2/15,41.465,0,6.77,0.38,4
Grand Canyon,12/3/15,44.56,0,2.99,0.32,3
Grand Canyon,12/4/15,37.565,0,3.31,0.37,3
Grand Canyon,12/5/15,37.715,0,6.08,0.35,3
Grand Canyon,12/6/15,38.985,0,3.53,0.33,3
Grand Canyon,12/7/15,39.67,0,2.25,0.33,3
Grand Teton,11/30/15,10.735,0,1.93,0.76,2
Grand Teton,12/1/15,16.47,0.0144,3.38,0.84,2
Grand Teton,12/2/15,25.075,0.0048,5.71,0.89,2
Grand Teton,12/3/15,27.31,0.1368,7.51,0.9,2
Grand Teton,12/4/15,19.28,0.0408,2.98,0.92,2
Grand Teton,12/5/15,26.065,0.012,4.5,0.81,2
Grand Teton,12/6/15,30.395,0.024,4.58,0.89,2
Grand Teton,12/7/15,32.84,0.2232,4.43,0.94,2
Great Basin,11/30/15,17.955,0,4.71,0.57,1
Great Basin,12/1/15,22.38,0,1.7,0.62,1
Great Basin,12/2/15,27.725,0,1.57,0.68,1
Great Basin,12/3/15,33.9,0,6.94,0.59,1
Great Basin,12/4/15,31.92,0,4.2,0.66,1
Great Basin,12/5/15,24.235,0,2.3,0.63,1
Great Basin,12/6/15,30.535,0,5.06,0.39,2
Great Basin,12/7/15,30.69,0.0096,2.77,0.37,2
Great Sand Dunes,11/30/15,21.975,0,6.43,0.51,1
Great Sand Dunes,12/1/15,25.82,0,3.31,0.57,1
Great Sand Dunes,12/2/15,28.915,0,2.1,0.62,1
Great Sand Dunes,12/3/15,30.46,0,7.74,0.61,1
Great Sand Dunes,12/4/15,28.525,0,1.91,0.49,1
Great Sand Dunes,12/5/15,27.775,0,1.91,0.44,1
Great Sand Dunes,12/6/15,32.935,0,1.66,0.33,2
Great Sand Dunes,12/7/15,32.59,0,2.32,0.35,2
Great Smoky Mountains,11/30/15,55.785,1.4064,8.85,0.96,2
Great Smoky Mountains,12/1/15,49.59,1.008,6.34,0.87,2
Great Smoky Mountains,12/2/15,36.045,0,5.87,0.78,2
Great Smoky Mountains,12/3/15,41.055,0,2.81,0.63,2
Great Smoky Mountains,12/4/15,43.175,0,2.5,0.63,2
Great Smoky Mountains,12/5/15,44.905,0.0072,0.82,0.75,2
Great Smoky Mountains,12/6/15,46.51,0.1824,0.69,0.84,2
Great Smoky Mountains,12/7/15,44.815,0.1056,3.82,0.92,2
Guadalupe Mountains,11/30/15,45.43,0,5.34,0.33,3
Guadalupe Mountains,12/1/15,42.32,0,1.57,0.34,2
Guadalupe Mountains,12/2/15,43.695,0,1.32,0.39,2
Guadalupe Mountains,12/3/15,45.275,0,3.24,0.49,2
Guadalupe Mountains,12/4/15,47.405,0,1.9,0.48,2
Guadalupe Mountains,12/5/15,41.275,0,5.1,0.49,2
Guadalupe Mountains,12/6/15,42.84,0,1.11,0.45,2
Guadalupe Mountains,12/7/15,45.49,0,2.94,0.57,1
Haleakala,11/30/15,69.83,0.0288,9.85,0.69,2
Haleakala,12/1/15,69.925,0.0672,9.78,0.72,2
Haleakala,12/2/15,75.745,0.108,17.65,0.8,2
Haleakala,12/3/15,72.42,0.1608,18.32,0.86,2
Haleakala,12/4/15,73.415,0.1728,15.53,0.84,2
Haleakala,12/5/15,74.8,0.0144,23.32,0.77,2
Haleakala,12/6/15,75.335,0.0096,24.88,0.75,2
Haleakala,12/7/15,76.2,0,20.21,0.75,2
HawaiÌÓi Volcanoes,11/30/15,62.61,0.18,6.78,0.71,1
HawaiÌÓi Volcanoes,12/1/15,63.245,0.228,5.62,0.73,1
HawaiÌÓi Volcanoes,12/2/15,65.595,0.2112,9.12,0.82,1
HawaiÌÓi Volcanoes,12/3/15,62.405,0.2136,8.71,0.82,1
HawaiÌÓi Volcanoes,12/4/15,61.55,0.2664,5.74,0.88,1
HawaiÌÓi Volcanoes,12/5/15,51.285,0.0216,5.59,0.84,1
HawaiÌÓi Volcanoes,12/6/15,49.975,0,6.47,0.68,1
HawaiÌÓi Volcanoes,12/7/15,49.915,0.0096,5.23,0.7,1
Hot Springs,11/30/15,44.635,0.0024,2.69,0.84,2
Hot Springs,12/1/15,45.395,0,6.42,0.72,2
Hot Springs,12/2/15,44.895,0,1.81,0.74,2
Hot Springs,12/3/15,44.555,0,1.72,0.77,2
Hot Springs,12/4/15,42.09,0,3.25,0.83,2
Hot Springs,12/5/15,42.595,0,1.35,0.85,2
Hot Springs,12/6/15,47.045,0.012,3.11,0.87,2
Hot Springs,12/7/15,47.845,0,3.78,0.87,2
Isle Royale,11/30/15,36.695,0.4728,12.01,0.91,1
Isle Royale,12/1/15,35.865,0.06,10.64,0.91,1
Isle Royale,12/2/15,33.765,0,9.76,0.85,1
Isle Royale,12/3/15,36.275,0,11.05,0.88,1
Isle Royale,12/4/15,37.095,0,20.49,0.82,1
Isle Royale,12/5/15,34.865,0,11.01,0.82,1
Isle Royale,12/6/15,36.48,0,17.34,0.79,1
Isle Royale,12/7/15,35.91,0.012,6.68,0.81,1
Joshua Tree,11/30/15,43.445,0,2.19,0.3,3
Joshua Tree,12/1/15,47.465,0,6.88,0.24,4
Joshua Tree,12/2/15,52.115,0,5.62,0.23,4
Joshua Tree,12/3/15,54.605,0,0.91,0.21,3
Joshua Tree,12/4/15,54.51,0,3.8,0.25,3
Joshua Tree,12/5/15,55.015,0,5.82,0.39,4
Joshua Tree,12/6/15,54.72,0,2.91,0.31,3
Joshua Tree,12/7/15,55.32,0,4.42,0.27,3
Katmai,11/30/15,33.02,0.0936,15.74,0.76,1
Katmai,12/1/15,26.575,0.1008,7.81,0.77,1
Katmai,12/2/15,16.3,0,1.67,0.87,1
Katmai,12/3/15,13.64,0,1.67,0.94,1
Katmai,12/4/15,21.01,0.0144,3.82,0.87,1
Katmai,12/5/15,27.27,0.06,5.27,0.89,1
Katmai,12/6/15,30.235,0.0192,7.59,0.88,1
Katmai,12/7/15,32.51,0.0504,13.34,0.87,1
Kenai Fjords,11/30/15,29.28,0.3408,12.54,0.9,1
Kenai Fjords,12/1/15,28.395,0.0768,5.76,0.79,1
Kenai Fjords,12/2/15,29.015,0.2616,3.88,0.95,1
Kenai Fjords,12/3/15,23.795,0.1632,2.62,0.95,1
Kenai Fjords,12/4/15,21.42,0.2688,2.05,0.92,1
Kenai Fjords,12/5/15,17.42,0.3024,4.46,0.94,1
Kenai Fjords,12/6/15,22.415,0.4512,4.92,0.95,1
Kenai Fjords,12/7/15,19.8,0.1968,5.26,0.96,1
Kings Canyon,11/30/15,21.165,0,2.11,0.52,1
Kings Canyon,12/1/15,27.07,0,0.79,0.59,1
Kings Canyon,12/2/15,38.335,0,1.24,0.6,1
Kings Canyon,12/3/15,35.835,0,7.73,0.64,1
Kings Canyon,12/4/15,31.425,0.0192,3.54,0.61,1
Kings Canyon,12/5/15,33.7,0,4.32,0.37,2
Kings Canyon,12/6/15,37.88,0,5.53,0.32,2
Kings Canyon,12/7/15,36.74,0.012,1.96,0.52,1
Lake Clark,11/30/15,21.86,0.1056,9.33,0.89,1
Lake Clark,12/1/15,17.71,0.0048,6.2,0.78,1
Lake Clark,12/2/15,14.21,0.0264,3.84,0.84,1
Lake Clark,12/3/15,14.76,0.0408,1.56,0.96,1
Lake Clark,12/4/15,11.91,0.0552,5.5,0.84,1
Lake Clark,12/5/15,11.77,0.2088,4.6,0.93,1
Lake Clark,12/6/15,14.08,0.252,4.82,0.92,1
Lake Clark,12/7/15,12.735,0.1488,5.98,0.91,1
Lassen Volcanic,11/30/15,26.03,0.0072,1.45,0.74,1
Lassen Volcanic,12/1/15,31.54,0,3.32,0.78,1
Lassen Volcanic,12/2/15,39.575,0.0864,6.33,0.81,1
Lassen Volcanic,12/3/15,37.77,0.732,14.52,0.8,1
Lassen Volcanic,12/4/15,33.41,0.1104,5.29,0.95,1
Lassen Volcanic,12/5/15,32.97,0,5.24,0.89,1
Lassen Volcanic,12/6/15,36.615,0.0912,6.15,0.89,1
Lassen Volcanic,12/7/15,38.115,0.1896,5.86,0.93,1
Mammoth Cave,11/30/15,55.42,0.4944,3.02,0.93,1
Mammoth Cave,12/1/15,44.16,0.0048,7.82,0.79,1
Mammoth Cave,12/2/15,39.67,0,3.8,0.78,1
Mammoth Cave,12/3/15,42.225,0,1.22,0.77,1
Mammoth Cave,12/4/15,43.465,0,3.89,0.75,1
Mammoth Cave,12/5/15,44.29,0,2,0.8,1
Mammoth Cave,12/6/15,46.04,0,1.75,0.8,1
Mammoth Cave,12/7/15,45.68,0.0336,1.85,0.84,1
Mesa Verde,11/30/15,26.635,0,5.85,0.5,1
Mesa Verde,12/1/15,28.36,0,2.84,0.55,1
Mesa Verde,12/2/15,34.27,0,2.81,0.56,1
Mesa Verde,12/3/15,38.94,0,7.79,0.51,1
Mesa Verde,12/4/15,34.56,0,5.51,0.45,2
Mesa Verde,12/5/15,33.475,0,3.94,0.42,2
Mesa Verde,12/6/15,37.96,0,1.91,0.38,2
Mesa Verde,12/7/15,38.065,0,5.37,0.4,2
Mount Rainier,11/30/15,26.56,0.0168,4.74,0.53,2
Mount Rainier,12/1/15,32.99,0.2688,5.4,0.85,1
Mount Rainier,12/2/15,38.68,0.528,7.31,0.94,1
Mount Rainier,12/3/15,39.435,1.1856,10.24,0.94,1
Mount Rainier,12/4/15,36.27,0.5112,7.47,0.96,1
Mount Rainier,12/5/15,41.65,1.1784,6.65,0.96,1
Mount Rainier,12/6/15,44.565,1.2744,4.23,0.98,1
Mount Rainier,12/7/15,45.83,1.38,3.61,0.98,1
National Park of American Samoa,11/30/15,82.22,0.0624,13.98,0.79,1
National Park of American Samoa,12/1/15,82.245,0.096,10.12,0.75,1
National Park of American Samoa,12/2/15,82.19,0.036,8.02,0.73,1
National Park of American Samoa,12/3/15,82.05,0,4.75,0.68,1
National Park of American Samoa,12/4/15,83.22,0,7.35,0.7,1
National Park of American Samoa,12/5/15,83.79,0.0168,12.27,0.74,1
National Park of American Samoa,12/6/15,83.855,0.0264,15.89,0.77,1
National Park of American Samoa,12/7/15,83.09,0.0288,16.36,0.78,1
North Cascades,11/30/15,29.31,0.0072,1.85,0.77,1
North Cascades,12/1/15,32.56,0.3264,5.3,0.86,1
North Cascades,12/2/15,35.14,0.3816,6.6,0.94,1
North Cascades,12/3/15,36.86,1.8744,9.72,0.96,1
North Cascades,12/4/15,33.6,0.4584,5.89,0.98,1
North Cascades,12/5/15,33.695,1.4256,5.34,0.97,1
North Cascades,12/6/15,39.485,1.0296,2.31,0.98,1
North Cascades,12/7/15,40.195,1.4712,3.18,0.98,1
Olympic,11/30/15,33.185,0.1224,6.16,0.74,2
Olympic,12/1/15,37.27,0.8976,10.03,0.91,2
Olympic,12/2/15,42.37,0.72,8.43,0.94,2
Olympic,12/3/15,42.64,2.9688,9.67,0.95,2
Olympic,12/4/15,38.12,0.372,7.55,0.95,2
Olympic,12/5/15,42.59,0.8616,7.03,0.92,2
Olympic,12/6/15,43.6,0.8664,3.59,0.96,2
Olympic,12/7/15,44.13,0.696,6.29,0.94,2
Petrified Forest,11/30/15,31.305,0,2.41,0.43,2
Petrified Forest,12/1/15,34.18,0,1.57,0.46,2
Petrified Forest,12/2/15,39.28,0,3.9,0.44,2
Petrified Forest,12/3/15,44.535,0,3.15,0.4,2
Petrified Forest,12/4/15,40.48,0,3.83,0.35,2
Petrified Forest,12/5/15,38.19,0,2.43,0.35,2
Petrified Forest,12/6/15,39.15,0,0.9,0.36,2
Petrified Forest,12/7/15,39.44,0,2.33,0.36,2
Pinnacles,11/30/15,43.97,0,0.77,0.56,1
Pinnacles,12/1/15,47.89,0,0.88,0.55,1
Pinnacles,12/2/15,54.26,0,2.02,0.44,2
Pinnacles,12/3/15,55.17,0.0456,5.14,0.59,1
Pinnacles,12/4/15,51.83,0.0048,4.76,0.78,1
Pinnacles,12/5/15,53.04,0,3.63,0.6,1
Pinnacles,12/6/15,56.165,0,1.96,0.48,2
Pinnacles,12/7/15,53.425,0,3.56,0.59,1
Redwood,11/30/15,43.335,0.0696,5.63,0.76,1
Redwood,12/1/15,48.155,0.252,8.22,0.77,1
Redwood,12/2/15,53.875,0.504,15.55,0.79,1
Redwood,12/3/15,53.755,1.8336,16.45,0.81,1
Redwood,12/4/15,51.75,0.2544,8.43,0.85,1
Redwood,12/5/15,51.385,0.1056,7.93,0.68,1
Redwood,12/6/15,51.765,0.648,7.03,0.89,1
Redwood,12/7/15,54.71,0.5256,7.99,0.94,1
Rocky Mountain,11/30/15,10.225,0.0144,15.5,0.62,2
Rocky Mountain,12/1/15,21.78,0,11.09,0.68,2
Rocky Mountain,12/2/15,26.2,0,7.23,0.74,2
Rocky Mountain,12/3/15,28.845,0,9.79,0.58,2
Rocky Mountain,12/4/15,24,0,8.04,0.71,2
Rocky Mountain,12/5/15,30.2,0,7.54,0.53,2
Rocky Mountain,12/6/15,34.015,0,7.56,0.49,3
Rocky Mountain,12/7/15,31.01,0,10.57,0.6,2
Saguaro,11/30/15,44.785,0,0.78,0.38,3
Saguaro,12/1/15,52.315,0,8.9,0.3,4
Saguaro,12/2/15,51.75,0,12.48,0.32,4
Saguaro,12/3/15,55.765,0,7.93,0.38,4
Saguaro,12/4/15,54.38,0,2.68,0.27,3
Saguaro,12/5/15,53.895,0,12.69,0.29,5
Saguaro,12/6/15,53.345,0,8.6,0.33,4
Saguaro,12/7/15,54.725,0,2.14,0.34,3
Sequoia,11/30/15,25.375,0,3.49,0.49,2
Sequoia,12/1/15,29.53,0,1.55,0.58,2
Sequoia,12/2/15,38.93,0,0.9,0.55,2
Sequoia,12/3/15,37.365,0,5.4,0.56,2
Sequoia,12/4/15,30.26,0.0096,3.45,0.54,2
Sequoia,12/5/15,30.345,0,0.96,0.38,3
Sequoia,12/6/15,33.255,0,3.23,0.32,3
Sequoia,12/7/15,32.465,0.0096,2.62,0.5,3
Shenandoah,11/30/15,44.075,0.6744,2.35,0.97,2
Shenandoah,12/1/15,54.76,0.6672,5.63,0.93,1
Shenandoah,12/2/15,42.46,0,9.47,0.71,1
Shenandoah,12/3/15,41.495,0,2.87,0.73,1
Shenandoah,12/4/15,41.1,0,1.34,0.82,1
Shenandoah,12/5/15,43.45,0,1.09,0.81,1
Shenandoah,12/6/15,43.34,0.036,0.81,0.8,1
Shenandoah,12/7/15,42.49,0.0552,3.79,0.86,1
Theodore Roosevelt,11/30/15,22.91,0.0048,7.46,0.8,1
Theodore Roosevelt,12/1/15,25.45,0,10.21,0.84,1
Theodore Roosevelt,12/2/15,30.41,0,7.64,0.88,1
Theodore Roosevelt,12/3/15,32.66,0,9.58,0.8,1
Theodore Roosevelt,12/4/15,31.345,0,12.84,0.71,1
Theodore Roosevelt,12/5/15,34.395,0,11.7,0.5,2
Theodore Roosevelt,12/6/15,41.735,0,13.07,0.61,1
Theodore Roosevelt,12/7/15,44.28,0,15.72,0.6,1
Virgin Islands,11/30/15,81.73,0.3792,14.83,0.83,1
Virgin Islands,12/1/15,83.795,0.2664,14.94,0.83,2
Virgin Islands,12/2/15,83.84,0.1272,20.07,0.79,2
Virgin Islands,12/3/15,84.13,0.0408,21.49,0.79,2
Virgin Islands,12/4/15,81.54,0.0888,20.59,0.75,2
Virgin Islands,12/5/15,79.85,0.0432,20.17,0.75,2
Virgin Islands,12/6/15,79.51,0.0672,16.2,0.74,2
Virgin Islands,12/7/15,79.44,0.0816,14.7,0.74,2
Voyageurs,11/30/15,33.66,0.4272,4.66,0.9,1
Voyageurs,12/1/15,30.115,0.0168,3.9,0.97,1
Voyageurs,12/2/15,26.765,0,6.13,0.95,1
Voyageurs,12/3/15,30.4,0,7.76,0.93,1
Voyageurs,12/4/15,31.91,0.0072,7.97,0.95,1
Voyageurs,12/5/15,29.495,0,5.35,0.94,1
Voyageurs,12/6/15,32.265,0.0024,6.94,0.92,1
Voyageurs,12/7/15,34.055,0.012,4.42,0.94,1
Wind Cave,11/30/15,27.375,0.0576,7.51,0.76,1
Wind Cave,12/1/15,34.165,0,8.06,0.7,1
Wind Cave,12/2/15,34.065,0,5.97,0.76,1
Wind Cave,12/3/15,37.55,0,9.27,0.71,1
Wind Cave,12/4/15,34.11,0.0072,7.01,0.77,1
Wind Cave,12/5/15,34.495,0,13,0.61,1
Wind Cave,12/6/15,39.37,0,9.44,0.62,1
Wind Cave,12/7/15,41.59,0.0048,12.13,0.65,1
Wrangell-St. Elias,11/30/15,7.88,0.0528,3.7,0.87,1
Wrangell-St. Elias,12/1/15,10.685,0.3456,6.38,0.85,1
Wrangell-St. Elias,12/2/15,11.875,0.3072,9.15,0.9,1
Wrangell-St. Elias,12/3/15,8.31,0.108,4.08,0.88,1
Wrangell-St. Elias,12/4/15,4.235,0.1512,5.76,0.84,1
Wrangell-St. Elias,12/5/15,-4.79,0,2.44,0.88,1
Wrangell-St. Elias,12/6/15,-10.22,0,2.74,0.51,1
Wrangell-St. Elias,12/7/15,-7.2,0,3,0.59,1
Yellowstone,11/30/15,8.38,0,4.19,0.73,1
Yellowstone,12/1/15,16.245,0.0168,6.82,0.84,1
Yellowstone,12/2/15,25.395,0,7.55,0.91,1
Yellowstone,12/3/15,25.255,0.072,11.32,0.89,1
Yellowstone,12/4/15,23.545,0.0192,6.81,0.91,1
Yellowstone,12/5/15,26.44,0,6.66,0.83,1
Yellowstone,12/6/15,32.51,0.024,8.16,0.89,1
Yellowstone,12/7/15,31.46,0.12,10.16,0.92,1
Yosemite,11/30/15,24.445,0.0024,0.68,0.58,2
Yosemite,12/1/15,30.135,0,1.07,0.73,2
Yosemite,12/2/15,37.375,0,1.29,0.72,2
Yosemite,12/3/15,36.48,0.1608,11.26,0.67,2
